item,p_uniform,p_nonuniform,flag_uniform,flag_nonuniform
0,0.37958778244442304,0.8252742021372099,0.0,0.0
1,0.2695661344776749,0.3069658282239477,0.0,0.0
2,0.5112061973229064,0.26691617919326893,0.0,0.0
3,0.5704581225342424,0.27044726272901337,0.0,0.0
4,0.7622570255664238,0.8618966136566217,0.0,0.0
5,0.9030210746103479,0.1708831777200275,0.0,0.0
6,0.12848759278536706,0.17639135625528216,0.0,0.0
7,0.5604609298072598,0.07749157082326592,0.0,0.0
8,0.8393206867960585,0.7434646793040977,0.0,0.0
9,0.5390115788629302,0.24501413826099133,0.0,0.0
10,0.215540318221107,0.4138089526217439,0.0,0.0
11,0.05844716951862649,0.33300818892916206,0.0,0.0
12,0.015116502633083099,0.7663526364498319,1.0,0.0
13,0.6684473170247339,0.023098344447598534,0.0,1.0
14,0.6542826056703925,0.7986418755601467,0.0,0.0
15,0.0036943331209709634,0.5834807803343626,1.0,0.0
16,0.8764246580988175,0.8705601701515214,0.0,0.0
17,0.937276578745374,0.8728030829685106,0.0,0.0
18,0.7989389450303146,0.20233951732348393,0.0,0.0
19,0.18525480937422611,0.0178373944633828,0.0,1.0
20,0.6660604548324158,0.04396373127335561,0.0,1.0
21,0.2780334771255524,0.9991269675987654,0.0,0.0
22,0.9077739199721003,0.13208823421101068,0.0,0.0
23,0.7204352177044389,0.7499424221509984,0.0,0.0
24,0.528205048868075,0.3285042669571149,0.0,0.0
25,0.9369112948945728,0.027481537097865723,0.0,1.0
26,0.19170788994663993,0.02777533200913232,0.0,1.0
27,0.841226038428314,0.9502843048813853,0.0,0.0
28,0.8427178304433665,0.8461855655142558,0.0,0.0
29,0.7709532968607361,0.26944070812806736,0.0,0.0
30,0.6447207375996473,0.6681451986692606,0.0,0.0
31,0.24194625212253634,0.20840731683553132,0.0,0.0
32,0.5761484894301432,0.12882473493821758,0.0,0.0
33,0.8908548414128442,0.9072545749545676,0.0,0.0
34,0.7878463528533505,0.8889485488191227,0.0,0.0
35,0.8356473900132444,0.9459419892346502,0.0,0.0
36,0.6496223589484655,0.8045679723423399,0.0,0.0
37,0.5963100616901095,0.2114979596372915,0.0,0.0
38,0.8149448636675715,0.11838071521597589,0.0,0.0
39,0.8787134954841909,0.5675248423027479,0.0,0.0
40,0.0807169046884891,0.6243743058116388,0.0,0.0
41,0.08782142854391095,0.7051984847415342,0.0,0.0
42,0.020025917517855634,0.8485548771253235,1.0,0.0
43,0.5303263213033641,0.6274753513544988,0.0,0.0
44,0.5781988330210661,0.7994175258694939,0.0,0.0
45,0.4808887401482621,0.3084162365530505,0.0,0.0
46,0.5304054889265275,0.7533185684171146,0.0,0.0
47,0.6375823117751144,0.22832336622760532,0.0,0.0
48,0.07215143946734504,0.5936187028415361,0.0,0.0
49,0.10889730790867917,0.7206198423486324,0.0,0.0
50,0.186481149663756,0.023128282231530083,0.0,1.0
51,0.3483228846350538,0.5913378588105923,0.0,0.0
52,0.271704874897404,0.6410254901307446,0.0,0.0
53,0.0738557428995951,0.05534431017941319,0.0,0.0
54,0.9847512642849492,0.20950046812460768,0.0,0.0
55,0.1783219934721499,0.13672498762134913,0.0,0.0
56,0.6645468078693701,0.06201298553904182,0.0,0.0
57,0.15789123699870186,0.6754859761350029,0.0,0.0
58,0.6782243136255961,0.6994301645243519,0.0,0.0
59,0.9884956749375192,0.21072143697299162,0.0,0.0
60,0.8972729564968247,0.7201227517493072,0.0,0.0
61,0.886022405361159,0.8585751185413313,0.0,0.0
62,0.7579391560751257,0.22370146336579763,0.0,0.0
63,0.6313182983018826,0.019255506534464555,0.0,1.0
64,0.7184070613696554,0.614779270136514,0.0,0.0
65,0.9604763123056621,0.0221243006203065,0.0,1.0
66,0.8519155971152685,0.13146614755364208,0.0,0.0
67,0.05667355622736576,0.9193419399921009,0.0,0.0
68,0.6041938547902996,0.22812949195168353,0.0,0.0
69,0.29519222335811107,0.08872119781332352,0.0,0.0
70,0.8501475929208349,0.2687227775903931,0.0,0.0
71,0.8964268563895221,0.009528909620138493,0.0,1.0
72,0.6342675384653795,0.5568662036362366,0.0,0.0
73,0.5782962014076116,0.37741504173788254,0.0,0.0
74,0.9781711932873888,0.3026015005636132,0.0,0.0
75,0.14066485830341763,0.5441623394030641,0.0,0.0
76,0.5889557121065327,0.8167074642028493,0.0,0.0
77,0.8615906767294608,0.925414728776688,0.0,0.0
78,0.7079304726866473,0.2850706462897764,0.0,0.0
79,0.21078735981694527,0.44734968376298345,0.0,0.0
80,0.49391702577308383,0.05660420535455329,0.0,0.0
81,0.47120098599137783,0.44899506953967183,0.0,0.0
82,0.9642630671628932,0.8822951265452448,0.0,0.0
83,0.11661866066708523,0.14066521332278023,0.0,0.0
84,0.1805023071273388,0.7784979993383334,0.0,0.0
85,0.7156287103373977,0.8604311380672637,0.0,0.0
86,0.9198197597608817,0.29476603007781504,0.0,0.0
87,0.5761850558219803,0.48491345562597477,0.0,0.0
88,0.925029467641656,0.5111022380858252,0.0,0.0
89,0.12975159261782038,0.5835012090547473,0.0,0.0
90,0.6892194443260347,0.6346759222237031,0.0,0.0
91,0.6822135045672177,0.40152540456408436,0.0,0.0
92,0.7683010973850661,0.0308585256329746,0.0,1.0
93,0.383770661125452,0.0857810801545638,0.0,0.0
94,0.030924296473546616,0.6283675876414356,1.0,0.0
