respondent_id,country,language,age,gender,education,device,source,iq_true,eq_true,cq_true,bias_true,doi_true,npi_true,sd3_psy_true,sd3_mac_true,sd3_narc_true,hsq_aff_true,hsq_self_true,hsq_aggr_true,hsq_soci_true
R0001,US,en,55,F,master,mobile,panel,93.93844140700078,82.91291949248311,84.16294005776295,0.36029013742299654,0.35514610233054295,0.5315428084566768,0.30080539475884416,0.4379554987884449,0.6408199330694075,0.8120532047489003,0.7294960370425174,0.15477496640459878,0.37893608522591166
R0002,DE,de,33,F,phd,mobile,organic,114.46746455819749,119.0482537187855,103.31496856732876,0.5088238602822455,0.7222477901994776,0.7576819602282949,0.4697099812306681,0.7661952739130854,0.0911130247783881,0.5019977085579226,0.2223799049342449,0.44109681635686115,0.7790234694576628
R0003,IN,en,43,F,phd,desktop,organic,96.41954805831763,125.09847312681066,99.85353260779134,0.1572591015983332,0.6516945460668704,0.4609703613072922,0.7054353481589007,0.27574341728673396,0.9036162896569113,0.33599574903547585,0.7848204343428533,0.23152703011077586,0.6190279852625211
R0004,DE,de,59,F,phd,mobile,ads,80.0718351519022,120.02825896936623,81.14431146226192,0.6947696713408895,0.6661263581268368,0.41664524447659673,0.3974141591658015,0.4661148484981231,0.3927191712260348,0.3393738228772608,0.5816092021693667,0.9223729948924912,0.4791896169096208
R0005,RU,ru,54,F,bachelor,mobile,panel,86.98331255408789,93.94899071644575,96.52147412533594,0.39258908781918445,0.29544335812770905,0.3997736723008772,0.5067368591205916,0.18720049321997548,0.25239176781125605,0.7706541823038242,0.3795131894989299,0.19872406975805118,0.24485697539319842
R0006,US,en,18,F,master,mobile,organic,114.53436662139296,93.17392889416075,135.4385907544227,0.6853479793788866,0.06474787789036211,0.714593840547768,0.826116347533087,0.5807516038315083,0.7865809233731819,0.8275389017517899,0.1275184412278788,0.19610794692068473,0.14484656081309394
R0007,DE,de,48,F,phd,mobile,organic,111.62953414943445,111.53033255699314,102.15190006562067,0.5111229493630904,0.5871768501920109,0.7152288390092748,0.36987191012138826,0.8873661817592796,0.1371027922596512,0.8948503742476368,0.3225486395088856,0.6797629664063489,0.5024751285146992
R0008,US,en,47,F,master,desktop,panel,109.45784231092554,85.98751996505355,78.93813768146377,0.2813991705278323,0.6436524719867005,0.6095868870848579,0.6741795404858286,0.534469374877008,0.44505708857016185,0.8235838408973769,0.6351226851157014,0.29724537315278543,0.29433564977897664
R0009,RU,ru,61,M,phd,desktop,ads,108.16427620278716,77.1399301731602,101.5681644448418,0.458200670664555,0.20985746475479256,0.6095207087527732,0.42963611462804613,0.23567713288366665,0.5111815570200244,0.6892354817787836,0.588192120905987,0.4360160726010625,0.3987369548803946
R0010,US,en,52,F,bachelor,desktop,panel,101.48951288793472,97.24201522836495,103.64438844465188,0.26952846364069494,0.26922011912671806,0.4864063997396873,0.3077260907496616,0.7091517660489088,0.29933355112951576,0.5671277594440329,0.39476429850103684,0.5597295415785666,0.4302092704954555
R0011,RU,ru,59,F,bachelor,mobile,panel,84.33403607597599,97.08919007938493,111.74612051196675,0.6890213489123581,0.5782363988019,0.40602914091299386,0.4985242118361596,0.6959565497069257,0.8177363629141643,0.7310209240318701,0.7427803596483518,0.9834712349732829,0.512725451874865
R0012,DE,de,41,M,master,desktop,organic,83.64549562607989,81.75196611674176,93.89704954348092,0.3944544651461954,0.7616273277065216,0.3948193250339269,0.11308966178688692,0.1257689326178967,0.5297719390051598,0.46456617740260486,0.8916888413304543,0.7949563511771319,0.7461558354164269
R0013,US,en,42,M,phd,desktop,panel,113.48575575001401,102.58014884896451,108.90363599703869,0.7565938767502232,0.4203863406494727,0.5854726394762663,0.4457021565937814,0.5214986256964477,0.6753018792047495,0.7573479249096087,0.2913456642404149,0.42112168166469877,0.5562802875713199
R0014,RU,ru,26,M,master,mobile,ads,89.12208360932989,98.72358472443946,124.57900165732377,0.7497904021001861,0.5646931388064103,0.49851286306042913,0.5999075180233969,0.5383001672948305,0.4293739456101948,0.4285273941268114,0.31151905794119117,0.5245238951198351,0.689773951500008
R0015,IN,en,40,M,secondary,mobile,ads,104.40120967476639,103.2108957455466,115.94088171990605,0.3956224975090601,0.557276144265918,0.6728274977922097,0.3782551844890205,0.6095093574813889,0.6184526174420232,0.7319504161593366,0.10689644000063743,0.1330409317115739,0.09014071240230007
R0016,DE,de,54,F,bachelor,mobile,organic,109.76117972587426,115.79243991260596,91.13022934389248,0.5283225860948926,0.4882465045071882,0.7314368701798957,0.3319749910067996,0.6808885712100541,0.1831141224367962,0.3349925860099091,0.1351213988411241,0.3310676120054191,0.7253640904867941
R0017,IN,en,26,M,secondary,mobile,ads,92.17972944739003,92.82414554717688,76.09177376142918,0.5664708231042322,0.7753039618097121,0.8898011033284094,0.4520786415151202,0.39879201220898963,0.8678691625116651,0.45915915241076405,0.485054478422652,0.7491156846116506,0.16653929150729804
R0018,US,en,45,M,secondary,desktop,ads,117.2554234853564,112.44046606937715,113.90136370552156,0.7265347910253922,0.28383246777113086,0.1721854296126919,0.8525967950535357,0.41122212757839705,0.4309118047337732,0.08156515446578229,0.30911900274127907,0.60808608361408,0.304961236874251
R0019,US,en,44,F,bachelor,desktop,ads,113.59351064554133,111.47700663990315,102.48578694283427,0.6969967023622474,0.5994676394322894,0.5726128267148634,0.6519957734308556,0.806703002920476,0.14697282015573865,0.4979645977166089,0.22047908603106506,0.7878544224093332,0.2817575186898923
R0020,RU,ru,44,M,secondary,desktop,organic,98.12777242780528,108.76889878539177,105.64222872189507,0.35278590780608643,0.6496192898008837,0.2847714520867863,0.2845980003110045,0.4466871000340245,0.4785584862387491,0.6467587844684198,0.8649441510045222,0.22241845982468045,0.808050002205966
R0021,RU,ru,58,M,master,mobile,organic,104.37724600128888,117.7490286005102,113.88148749061676,0.5670763896652025,0.6577437454203757,0.699433107883866,0.5308567534243944,0.7396938910775456,0.4540686977816837,0.787321961657403,0.560619062784091,0.39403700448102585,0.1755959642470297
R0022,US,en,56,M,secondary,desktop,panel,131.90482627797306,104.18277852852255,120.6710793514923,0.7779037840786397,0.39622961016001007,0.7253448880015329,0.2927724477202199,0.3500513093861911,0.23207168376400544,0.8402285456022025,0.11164613318976209,0.815107713894366,0.1097151629177106
R0023,RU,ru,53,F,master,desktop,panel,122.879711730038,106.79768961607415,118.39785761776818,0.2495399538501386,0.10439426008095452,0.520417718585227,0.23026408304797086,0.5404381383732134,0.6747218099687705,0.5531181346101666,0.38211861540194547,0.24460853700236074,0.3194142668180934
R0024,IN,en,49,F,bachelor,mobile,ads,84.3057162333967,93.36642763428921,70.96437069388453,0.764525463416553,0.778321978300183,0.45296270727633914,0.8457396132419658,0.33964501194941027,0.7657644158749266,0.18408880440483583,0.6533255998420886,0.500354474812231,0.5042223410011729
R0025,DE,de,19,M,phd,desktop,ads,97.12316300314558,99.07937825533965,64.48944088933942,0.38348680841104765,0.527673930255383,0.7387536396784492,0.4281942025620518,0.35243965765054164,0.18188857328335328,0.4838086009342273,0.396544955685317,0.41049360933399764,0.4217787151920817
R0026,DE,de,61,F,secondary,mobile,organic,89.39214200226886,94.4967669783988,84.65191841472516,0.7432298302475815,0.3597701287531641,0.20276694592145583,0.7100855289675044,0.3109668266189261,0.3045999132607095,0.3371855702203753,0.42806268445572504,0.8457824684731442,0.5862395867660053
R0027,RU,ru,46,F,master,mobile,ads,101.41978527506133,107.95946152427524,73.61064807494475,0.18041039181121324,0.267149622395809,0.25477596159144655,0.6543645210216159,0.21793080885164554,0.44117594820570655,0.1661923066568651,0.7447318091309225,0.6610068970752521,0.7854453872887178
R0028,RU,ru,25,M,bachelor,mobile,organic,89.68944827058755,74.64584117395262,102.8948168683641,0.6639722597383679,0.21732608024483838,0.46443781929668676,0.32473235819103186,0.11571287149705826,0.7913842169813939,0.405066647944844,0.45703661180492433,0.6593828883870939,0.53507753544496
R0029,DE,de,48,M,bachelor,mobile,panel,108.44679904820293,107.9764912182987,108.8224890451054,0.4243428869911634,0.45532337363174263,0.8678372039471112,0.6243887785000001,0.48719341674773886,0.25130895714988755,0.788420644138321,0.5883385845045966,0.5908336105500401,0.6444024365428069
R0030,IN,en,50,F,secondary,mobile,organic,96.75398987089592,98.74651167841026,88.6242835704899,0.3360928362947788,0.467988213815933,0.37468986880723903,0.38236333189943905,0.18339252307996648,0.8115396635750018,0.12834919956237487,0.554780472292031,0.24062657604508658,0.7527914340847452
R0031,DE,de,35,M,bachelor,mobile,ads,104.83060041389716,100.41523552147275,114.08759753076795,0.537966313624986,0.685067938729338,0.7847779061133019,0.34635818646043603,0.37423825161715923,0.34388006400028387,0.48416289046730915,0.5053224675517198,0.5407543732371212,0.7073897152199892
R0032,US,en,60,M,phd,desktop,panel,104.5839255666692,113.00914682696242,90.98328691816461,0.39950897005385894,0.7433415550923328,0.3854808628742429,0.3288344607222562,0.5980662990715638,0.3730418465569967,0.3756617151416644,0.4260038413731378,0.5158022974646358,0.5043235077982258
R0033,RU,ru,59,M,secondary,desktop,panel,108.88463641061453,97.40987067186381,117.84106827723187,0.6630165253735428,0.8484058565189926,0.6984025886793016,0.3422389306826135,0.8169523653141103,0.8527453083098853,0.21715260674207662,0.4183091632102522,0.27643482510737477,0.2129293811403948
R0034,RU,ru,48,F,bachelor,mobile,ads,99.94937433524484,86.59099154289186,94.3015205525734,0.22731730725573113,0.5870581768618739,0.15780536035050124,0.6220774569806218,0.3796140745464547,0.5316962804374011,0.7016845926488513,0.7478920311612252,0.2711904867067152,0.21329003305622202
R0035,US,en,63,F,master,mobile,organic,99.41422024896943,122.96076005395443,118.72871971100923,0.6311083696453089,0.2239896706376809,0.5068197061417217,0.12297180117547939,0.8655553445311956,0.299564431684399,0.33708185826151904,0.51920234195124,0.7577310692442347,0.19725443972337003
R0036,US,en,41,F,bachelor,desktop,panel,95.13843539632137,117.12204349167415,108.15970347825099,0.5300592880633616,0.6043806428826372,0.2249020975959096,0.7510891198698824,0.8042912213755847,0.14390977921291384,0.2749880151916356,0.7551746566342205,0.3415847720717921,0.8432263931514002
R0037,IN,en,48,F,secondary,mobile,ads,90.94458761088916,129.9692191060173,84.83627789962571,0.6289850011109995,0.8796716819368864,0.5758059163195216,0.4182802859140295,0.2553713178147815,0.5549209157873913,0.18672214092042871,0.6174707172945783,0.24159428826802024,0.7638521813961021
R0038,US,en,52,M,secondary,mobile,panel,108.87142006138987,92.69298230256328,114.47573261157484,0.42483323661985495,0.35731585778699104,0.6811358888719296,0.32420447676346603,0.4506096774608626,0.595936908215368,0.23731443343785896,0.5908797936387773,0.19669576608658731,0.2583679297385753
