item,p_uniform,p_nonuniform,flag_uniform,flag_nonuniform
0,0.34828042557452055,0.7069481887462656,0.0,0.0
1,0.7290258701395551,0.26032131909854905,0.0,0.0
2,0.16007762980054172,0.3355758048127103,0.0,0.0
3,0.30839249612437547,0.7222586393145418,0.0,0.0
4,0.6317050773312026,0.8269745406178531,0.0,0.0
5,0.9754828270153015,0.7826374982807653,0.0,0.0
6,0.9667953703270123,0.3445936292615285,0.0,0.0
7,0.7297972418376197,0.3701088776713294,0.0,0.0
8,0.30937607893377317,0.5468839512667716,0.0,0.0
9,0.46881235681653144,0.6306567972277655,0.0,0.0
10,0.6728681549765818,0.8928643193781244,0.0,0.0
11,0.7774523742763892,0.8042984855728047,0.0,0.0
12,0.6417137738123811,0.847735817257618,0.0,0.0
13,0.7415226506291581,0.9483811290802941,0.0,0.0
14,0.4223837734964182,0.17774533227879163,0.0,0.0
15,0.13417983132178696,0.7113872879217644,0.0,0.0
16,0.9446405988864677,0.6365043088980477,0.0,0.0
17,0.12847092581326608,0.5901603296361986,0.0,0.0
18,0.2736211877334015,0.07027243160726716,0.0,0.0
19,0.42130662520354956,0.4973944144875748,0.0,0.0
20,0.22573165875028123,0.438289988048045,0.0,0.0
21,0.16761377172970973,0.31488501674853137,0.0,0.0
22,0.12329831619486904,0.036738769090954464,0.0,1.0
23,0.3876426663269603,0.8959180300612349,0.0,0.0
24,0.4298781748428181,0.9060850880018652,0.0,0.0
25,0.13527401979262652,0.07237719214304933,0.0,0.0
26,0.007509719457594033,0.8642359307030113,1.0,0.0
27,0.14792604229967593,0.025178384598197986,0.0,1.0
28,0.14951825609051705,0.6121255697554191,0.0,0.0
29,0.363761254482293,0.7897630841214196,0.0,0.0
30,0.5679504373452833,0.8826569141825277,0.0,0.0
31,0.7240217076219413,0.2868711751889672,0.0,0.0
32,0.22080768091477804,0.9265595109565575,0.0,0.0
33,0.46166150367349723,0.8358638128881615,0.0,0.0
34,0.7902079750420017,0.6292027420933857,0.0,0.0
35,0.5430960142565864,0.5784698303377165,0.0,0.0
36,0.9874433740715052,0.8249993921396762,0.0,0.0
37,0.567325536752314,0.9861819253638365,0.0,0.0
38,0.8377995472037876,0.9787269287524731,0.0,0.0
39,0.2096599665187957,0.9917835036565179,0.0,0.0
40,0.7596350558247984,0.0656128429594086,0.0,0.0
41,0.8529051859441629,0.5139264572038564,0.0,0.0
42,0.12045929314641585,0.8338888168352203,0.0,0.0
43,0.43098941874097896,0.9763661281226418,0.0,0.0
44,0.8905407059013801,0.524579509055968,0.0,0.0
45,0.3323226689262373,0.18339371473656926,0.0,0.0
46,0.8462135569586634,0.6428236883146111,0.0,0.0
47,0.874197325109872,0.48638291190269856,0.0,0.0
48,0.11892788285840716,0.9476815094271727,0.0,0.0
49,0.6935536023658112,0.5307175211991968,0.0,0.0
50,0.06249640846772412,0.08305217731313616,0.0,0.0
51,0.4461648640847171,0.29182865358993,0.0,0.0
52,0.19436828627178912,0.06496675262401104,0.0,0.0
53,0.009020234772647323,0.17311875792494202,1.0,0.0
54,0.011271292772938918,0.583464133074085,1.0,0.0
55,0.2316775114205972,0.13397933019666006,0.0,0.0
56,0.03186500663218559,0.2984015705095134,1.0,0.0
57,0.27849939574964083,0.8811802727407282,0.0,0.0
58,0.7171206660899857,0.005147581120073928,0.0,1.0
59,0.2721830360879748,0.8867902697661776,0.0,0.0
60,0.025332844863477536,0.5862557786688503,1.0,0.0
61,0.07447688007330297,0.10021408343040408,0.0,0.0
62,0.1505342933914455,0.8996691092568079,0.0,0.0
63,0.8822050231858126,0.3605096650028926,0.0,0.0
64,0.9846318480740975,0.022681664636259743,0.0,1.0
65,0.9040370314819421,0.7433648095428429,0.0,0.0
66,0.6620165603467985,0.5339912178592727,0.0,0.0
67,0.1361525463332044,0.7594913572120676,0.0,0.0
68,0.011543899870038137,0.16639821522454956,1.0,0.0
69,0.6565265737753048,0.6960987370728406,0.0,0.0
70,0.6348877440871742,0.717134379115358,0.0,0.0
71,0.7127055828586946,0.5906948560332786,0.0,0.0
72,0.3920815590953838,0.7023679441807099,0.0,0.0
73,0.0015007434905032983,0.897271613252905,1.0,0.0
74,0.03162129037957196,0.7027762874802471,1.0,0.0
75,0.49430258398274596,0.0958663555959688,0.0,0.0
76,0.5208020090919617,0.7697253224575649,0.0,0.0
77,0.6886390402640425,0.9037302761430683,0.0,0.0
78,0.45727636335761057,0.12186056494393634,0.0,0.0
79,0.22794024500235066,0.4408857908783468,0.0,0.0
80,0.7465409183378398,0.19895556371822287,0.0,0.0
81,0.6432176484401892,0.34610824503022963,0.0,0.0
82,0.6998527837662323,0.483617959063411,0.0,0.0
83,0.8759792285556848,0.48309881609664196,0.0,0.0
84,0.9822968939594677,0.32254129625340155,0.0,0.0
85,0.40818243829992173,0.8979370684200487,0.0,0.0
86,0.2565038942188229,0.9330382124606749,0.0,0.0
87,0.3748043006731342,0.14017017155146821,0.0,0.0
88,0.8413884081518006,0.7823041935878209,0.0,0.0
89,0.18026932659198236,0.9080069228210513,0.0,0.0
90,0.32552141187369976,0.3518444693488113,0.0,0.0
91,0.1215770242964863,0.14084474088692073,0.0,0.0
92,0.8103107883009957,0.97446862552731,0.0,0.0
93,0.4407367208134253,0.7503931661014512,0.0,0.0
94,0.04597734333427544,0.7716593944103362,1.0,0.0
