item,p_uniform,p_nonuniform,flag_uniform,flag_nonuniform
0,0.9893957939647068,0.0027142878409508095,0.0,1.0
1,0.3380623176200761,0.5591046250698093,0.0,0.0
2,0.010064295949793089,0.4628335799850223,1.0,0.0
3,0.3263435948721015,0.952841082197398,0.0,0.0
4,0.0999442833782889,0.7767919234134166,0.0,0.0
5,0.018492227220002704,0.7051195376015023,1.0,0.0
6,0.29181400570204835,0.6657545848273205,0.0,0.0
7,0.33330256004008474,0.43410562100550776,0.0,0.0
8,0.8549533331187169,0.8969161065776553,0.0,0.0
9,0.9250779790120943,0.402538700135499,0.0,0.0
10,0.6372310834834165,0.32931343359601695,0.0,0.0
11,0.06548394274673688,0.7807122157401742,0.0,0.0
12,0.09114036771015473,0.991488111028659,0.0,0.0
13,0.6895032352048189,0.18002565727683606,0.0,0.0
14,0.037063429626520046,0.10496891327932178,1.0,0.0
15,0.6204088215039889,0.49631410117733554,0.0,0.0
16,0.531416988289863,0.36099500074670965,0.0,0.0
17,0.016056805026553836,0.8585303868096552,1.0,0.0
18,0.7041932164328597,0.6669571610094882,0.0,0.0
19,0.46354134498862665,0.15945763265252347,0.0,0.0
20,0.6790569080725637,0.5303497039694851,0.0,0.0
21,0.48120570087528713,0.6558886313916804,0.0,0.0
22,0.3119093731116861,0.412901694267401,0.0,0.0
23,0.501033580215202,0.3543084789650496,0.0,0.0
24,0.5789052042900491,0.8993847189416814,0.0,0.0
25,0.4347406670973817,0.024760091623633847,0.0,1.0
26,0.9637238438487619,0.578007200736769,0.0,0.0
27,0.11595713268842836,0.4456499188531554,0.0,0.0
28,0.08772636752696672,0.5741307169892497,0.0,0.0
29,0.5124988507201306,0.9631154031471534,0.0,0.0
30,0.27988410714902684,0.4550780424701061,0.0,0.0
31,0.1651460864697331,0.49270995069724444,0.0,0.0
32,0.7303905410495654,0.23330160683354895,0.0,0.0
33,0.5609379901516522,0.8033011633026289,0.0,0.0
34,0.8159221372892939,0.8686890482437466,0.0,0.0
35,0.021728962669864967,0.9053537175812573,1.0,0.0
36,0.41284431897959795,0.7884963928290922,0.0,0.0
37,0.9458855507141489,0.5315926771879891,0.0,0.0
38,0.22475925621902432,0.22914197725357885,0.0,0.0
39,0.22125459055005864,0.5392879909853636,0.0,0.0
40,0.563051963793662,0.6218982483011382,0.0,0.0
41,0.4191222020307853,0.6557719978882559,0.0,0.0
42,0.27523345019709056,0.1401813828683856,0.0,0.0
43,0.7804593411001326,0.23625709464686026,0.0,0.0
44,0.5469103995985131,0.9635519512413177,0.0,0.0
45,0.5531296081160417,0.49590166012299264,0.0,0.0
46,0.3286405407400028,0.8472592668095715,0.0,0.0
47,0.9825684427319573,0.22787379428369683,0.0,0.0
48,0.7372701570284858,0.6789925060588755,0.0,0.0
49,0.4463477196445552,0.8431492995738078,0.0,0.0
50,0.17497086100066564,0.9816319973128966,0.0,0.0
51,0.7405722381385687,0.6411163402333102,0.0,0.0
52,0.08377365602951069,0.761555861941635,0.0,0.0
53,0.6586631198824768,0.7572609497326894,0.0,0.0
54,0.4710202746458496,0.9562574548879914,0.0,0.0
55,0.5689491845676748,0.9070521446412423,0.0,0.0
56,0.3574028084362666,0.8935734891352283,0.0,0.0
57,0.03496786626528439,0.9412563268625997,1.0,0.0
58,0.16462131446980605,0.7130672276416001,0.0,0.0
59,0.9285868455979558,0.18417392257422477,0.0,0.0
60,0.7403169246808352,0.9920535365100221,0.0,0.0
61,0.7940942824391616,0.049525222791365384,0.0,1.0
62,0.8890655219566853,0.9346195985767222,0.0,0.0
63,0.9234246631026657,0.018737485107022694,0.0,1.0
64,0.11736943078248493,0.6667093594236815,0.0,0.0
65,0.40327162430479613,0.1708211106771676,0.0,0.0
66,0.7264297049994185,0.5273987680985441,0.0,0.0
67,0.3700550802143796,0.9201413240136839,0.0,0.0
68,0.9872577858987485,0.3264508113864871,0.0,0.0
69,0.04205641298795963,0.1348370397918878,1.0,0.0
70,0.9510127413061203,0.1384000060301032,0.0,0.0
71,0.11567307527803497,0.44419581269263286,0.0,0.0
72,0.40851177382125514,0.8575806301596449,0.0,0.0
73,0.4491281757154144,0.7381051146719302,0.0,0.0
74,0.1956600181775422,0.8974608454767679,0.0,0.0
75,0.6980960673453962,0.5010610099157056,0.0,0.0
76,0.13335059334597316,0.7266524939531042,0.0,0.0
77,0.6055475781305043,0.3516260846852136,0.0,0.0
78,0.2029251210878222,0.5393954920002422,0.0,0.0
79,0.439786220817017,0.7510908548391415,0.0,0.0
80,0.5169163276205834,0.06710642508780221,0.0,0.0
81,0.5849070088399593,0.7335277792874104,0.0,0.0
82,0.42561845769160556,0.891938692487608,0.0,0.0
83,0.6921472194775325,0.5927380410886309,0.0,0.0
84,0.0904675968578009,0.792735315466014,0.0,0.0
85,0.5383676117604522,0.7833770160099429,0.0,0.0
86,0.06959276330869517,0.5969188416348781,0.0,0.0
87,0.73007504353289,0.1308227810902713,0.0,0.0
88,0.8003647291627323,0.23684022905081006,0.0,0.0
89,0.408636078116853,0.4234578684614807,0.0,0.0
90,0.5362882136651406,0.43201493984886474,0.0,0.0
91,0.17883227780214195,0.1893933775597192,0.0,0.0
92,0.4976163441182475,0.4399471498720269,0.0,0.0
93,0.0777776844723209,0.48101978013046165,0.0,0.0
94,0.6201054933526733,0.0037043523484491313,0.0,1.0
